id,intent,text
2428,Training/User Error,"We recently submitted 4 new sites. They all show ""Active"" on the EHB as of this week. However, they show ""Pending EHB Approval"" on the HRSA OPAIS website. I'm trying to get them registered for 340b during the current window, which goes until 1/15/2021. When will the EHB approval update in the OPAIS database so I can submit? Thanks."
2429,Training/User Error,Grantee needs assistance with locating where to verify a new site that was approved in the EHB.
2430,Training/User Error,Grantee is requesting for the status of a Prior Approval that was submitted a month ago in the EHB.
2431,Training/User Error,"H8D and H8E report aren?t appearing in my queue.

H8DCS36183
H8CCS34738
H8ECS38647"
2432,Training/User Error,In previous weeks and months if we missed submission we were able to submit that data in following weeks. On this weeks survey it was clear that previous data was not to be submitted.  Is there anywhere or anyone I can submit previous data to so that totals are current and accurate?  Or is reporting simply week to week and not cumulative?
2433,Training/User Error,"Grantee (Julie Tirrell) called in requesting assistance with removing a site from a CIS request, and removing a site from scope via the CIS request."
2434,Training/User Error,Please advise where to locate the FQHCLA Designation Number in order to register a site in the 340B OPAIS. Thank you.
2435,Training/User Error,Grantee (Francis Afram-Gyening) called in to request assistance with changing their hours of operation for a site on their Form 5B.
2436,Training/User Error,"The P.O called on behalf of the Health Clinic, because the wrong address was listed on their NOA for a CIS

2605 Reed rd, Houston, Texas 77051 should be the listed address."
2437,Training/User Error,Grantee (Clarence Pierce) called in to request assistance locating a CIS request that they were told was sent back to their queue as change-requested.
2438,Training/User Error,"Designee states that she is no longer the PD for the organization and needs assistance with doing a Prior Approval Request to change the PD, but keeps receiving an error message in the EHB."
2439,Training/User Error,Grantee states that he submitted a CIS to Delete Additional Service from Scope and needs assistance with validating it in the EHB.
2440,Training/User Error,What is my  FQHCLA Designation Number? Also can you change my organization State  to PA its not MD
2441,Training/User Error,"Grantee (Steven Knutson) called in to inquire about CIS Request # CIS00108121, and where it could be found in the EHB."
2442,Training/User Error,Grantee (David Strout) called in to inquire how to go about adding Immunizations to their Form 5C. Their PO advised that it can be updated via a self-update.
2443,Training/User Error,"Hi there,
I am writing because due to computer issues unfortunately I did not get to submit the weekly COVID-19 survey in time. I am wondering if there is any way to submit data now or should I pool the collected data from last week and this upcoming week into the next survey? Thank you."
2444,Training/User Error,"Hello, Cascadia is currently responding to our Cascadia Behavioral Health - LAL ID TA Tool in which we were prompted to update the address of one of our sites (Woodland Park STE 125) in Form 5b. This field is currently locked and I am unable to edit the address. Please let me know if there is a way to unlock the physical site address field or if I should delete the site entry, create a new entry for Woodland Park 125 and reenter the information with the correct address. Thanks and best.

User wants to edit address 1037 NE Hancock St Ste 125, Portland, OR 97212-4036"
2445,Training/User Error,Grantee needs assistance with updating Occupational Therapy and Physical Therapy services.  She states that she is unable to choose column 3 only in the CIS.
2446,Training/User Error,Designee states that she was just awarded to become a LAL and needs assistance locating the application that was submitted and approved in the EHB.
2447,Training/User Error,"I am attempting to submit a request to change hours of operation. From the instructions, I should submit a Scope Adjustment. Where in the HRSA-EHB should I submit that request?"
2448,Training/User Error,"Grantee states that she is trying to update the name of a Specialty Service for ""Other - Optometry/Optical Shop"" in the CIS, but does not see an option to do so in the Request Type section.  Grantee states that the health center does not provide Optical Shop anymore and wants to remove it from their Form 5A."
2449,Training/User Error,"Applicant (Kristen Abreau) called in to request assistance viewing a submitted LAL Application. Reported error when clicking ""View"" via the Pending Tasks section."
2450,Training/User Error,"I am attempting to transfer a CIS task to a new staff member, PO Rishelle Anthony; however, her name is not listed in the drop down menu. Additionally, her name is not listed in the dropdown menu when trying to return the task to the PO for Change Request. I appreciate any assistance the Help Center can provide."
2451,Training/User Error,"Grantee needs assistance with deleting a site from scope in a CIS request.  Grantee states she sees two option ""Mark as Terminate"" and ""Remove from Application""."
2452,Training/User Error,"Designee (Zaza Varsimashvili) called in to inquire about the status of their CIS request. They are seeing it is ""approved"" in EHB, but they did not get an email confirming the completion of the process."
2453,Training/User Error,"Grantee states that she needs assistance with updating several sites addresses.  Grantee states that the physical site is not moving, but needs to add a suite."
2454,Training/User Error,"Grantee (Kecia Fulcher) called in to request assistance with a CIS request to make the following updates to their Form 5A:

Mental Health - currently in Column 2 and 3, adding to Column 1
Substance Abuse - currently in Column 3, adding to Column 1 and 2"
2455,Training/User Error,"Grantee requested steps to update the service site address in the EHB. Please call grantee at 706 987 8330.

Grantee would like to add a Room Number 201 to site 
BPS-H80-030095
1458 Benning Dr, Columbus, GA 31903-2200"
2456,Training/User Error,"Hello..... if a site is deleted from our Form 5B, will it automatically remove from the OPAIS database? Or will we need to delete the site formally from OPAIS? Also, can we remove sites within the OPAIS recertification period"
2457,Training/User Error,Grantee needs assistance with locating how to create a CIS request to update his Form 5C in the EHB.
2458,Training/User Error,"Hello. When a scope adjustment for Form 5A and Form 5B, what is the typical turn-around time for review and approval? Thank you."
2459,Training/User Error,Grantee (Renee LeducPereira) called in to request assistance with a change-requested CIS request. They needed the Home Visits Activity in their Form 5C  marked as terminated on the CIS request.
2460,Training/User Error,"The health center is looking at opening a pediatric clinic within a building (an old hospital) where they currently operate an urgent care clinic.  This pediatric clinic will have separate hours, a separate entrance and its own suite number (which could be used to indicate it is a separate address.  Does the health center need to create a CIS to officially add the pediatric clinic?"
2461,Training/User Error,"I filled out the survey with the data this week.  I noted that the flu vaccine questions were still there even though they were supposed to be dropped.  I did not have that data.  Can I put two weeks data in next time?  Are these questions still going to be included?
Thanks!"
2462,Training/User Error,"________________________________________
From: Melissa Schwartz
Sent: Tuesday, February 2, 2021 5:51:10 PM (UTC-05:00) Eastern Time (US & Canada)
To: HRSA BPHC Answers
Subject: Weekly COVID Surveys: H80CS30723

We are having some difficulty doing a weekly tracking of our COVID numbers. What is the penalty for missing a week on occasion? We are working with our EMR to provide us with better reports, but it has been a slow process. Please advise, as we certainly don't want to affect our funding if we are unable to submit the report every week due to these issues.

Thank you,

Mel Schwartz
Chief Operations Officer
Educational Health Center of Wyoming
Casper, Cheyenne and Laramie Clinics
(307) 251-1783"
2463,Training/User Error,"Please let me know how to a update information on form 5C.I would be doing the updating myself as recommended by the project officer. So I want to know the steps for doing a self-update.

Thank you,
Emmanuel"
2464,Training/User Error,I am the project officer of a health center that is asking how to report a lab they are operating in a physical location not included in their official scope and they want to know if they should add it to  Form 5B.  Should it be added if it is lab only and not a service delivery site?
2465,Training/User Error,Grantee (Eddie Larsen) called in to request assistance with starting a CIS request to add a mobile site to scope.
